LineNum,Screen,Location,Dev Key,Name,Source/Common,Placeholder String,Final UX Text,Android Override,Ambiguous clue,Status Conversion Table,,Notes,Final String,Final Text
1,ACTION,ACTION,ACTION_CONTINUE,ACTION_CONTINUE,,Next,Next,,,,,,,
